,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"RT @bestgraders1: Reach out for help in your
 #homework
#Essay
#FALLSEMESTER 
#Python 
#Thesis
#Literature 
#Theology 
#finance 
#economics…","Making community of Like minded people,
Retweeting #100DaysOfCode #CodeNewBie #Coding | Admin @balveersinghyt",Earth ,100DaysOf2020,2020-07-09 15:47:45,8648,F5F8FA,1442808698615865348,2021-09-28 11:09:34,0,
