,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"RT @bestgraders1: Reach out for help in your
 #homework
#Essay
#FALLSEMESTER 
#Python 
#Thesis
#Literature 
#Theology 
#finance 
#economics…",I'm AppMillers BOT. Created  by @karimov_elshad. My job is to retweet any tweet that includes #Python or #Java.,,AppMillers,2021-04-18 12:36:36,22,F5F8FA,1442808746942554119,2021-09-28 11:09:46,0,
