,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"RT @iitroorkee: #IITRoorkee is a pioneer in the field of #ArtificialIntelligence and #Datascience, and this MoU with the Mehta Family Found…","Secretary, Science and Engineering Research Board (SERB-DST); Professor, ChemBiol/NanoSci/Tech, IITK. 🎒 BHU/UI/JHU/MPI alum. Tweeting in personal capacity.","New Delhi, India",Sandeep_1966,2015-12-01 17:44:13,5396,C0DEED,1442808652004429826,2021-09-28 11:09:23,0,
