,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"RT @ipfconline1: Top 10 #DataScience Topics and Areas

https://t.co/yB0sdhJrpv v/ @learnandmakeit

#AI #MachineLearning #Coding #DevOps #De…","Student, love to program.
Core contributor @diseaseAPI (https://disease.sh)!",Home,EliteDaMyth,2016-12-17 10:43:33,653,F5F8FA,1442808656328892421,2021-09-28 11:09:24,0,
