,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"Kudos to @rubiconcapital_ for being a stalwart analyzer and presenter of factual data of the now 19 month old ""pand… https://t.co/Ezs8kBhl6E","⚖️ FREEDOMS MATTER⚖️ #PPC Founding Member
🇨🇦CDN stripped of identity by experimental multiculturalism & Political Correctness
Opinions (Rants) are mine alone.",,CurmudgeonTired,2018-08-27 17:32:01,959,F5F8FA,1442808647076167683,2021-09-28 11:09:22,0,
