,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"RT @ipfconline1: Top 10 #DataScience Topics and Areas

https://t.co/yB0sdhJrpv v/ @learnandmakeit

#AI #MachineLearning #Coding #DevOps #De…","Founder CEO IPFConline Digital Innovations 
@ipfconline1
Computer Science Engineer
#BigData #Analytics #EdTech
#AI #AIEthics #MachineLearning","Marseille, France",pierrepinna,2014-02-03 16:12:55,53323,000000,1442808639673315331,2021-09-28 11:09:20,0,
