,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"Data collected during the #WaterBlitz this weekend feeds into our global FreshWater Watch database. We just hit 30,… https://t.co/WiHnWIjHPC",Freshwater researcher. Currently working with citizen science. Lacrosse goalie and umpire. Collector of travel destinations and pyjamas. She/they. 🏳️‍🌈,,FreshwaterIzzy,2016-02-01 17:08:46,1006,F5F8FA,1442808645331439616,2021-09-28 11:09:21,0,
